internal_ticker,exchange_ticker,price_source_symbol,company_name,cik,exchange,country,currency,security_type,calibration_cohort_id,calibration_cohort,start_date,end_date,eligibility_basis,membership_status,successor_ticker,event_type,confidence,source_url,notes
RVSN,RVSN,RVSN,Rail Vision Ltd.,0001743905,Nasdaq,United States,USD,Ordinary Shares,development_stage_and_speculative_transport,Development-stage & Speculative Transport,2022-03-31,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
GATX,GATX,GATX,GATX Corporation,0000040211,NYSE,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
ODFL,ODFL,ODFL,"Old Dominion Freight Line, Inc.",0000878927,Nasdaq,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
XPO,XPO,XPO,"XPO, Inc.",0001166003,NYSE,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
TFII,TFII,TFII,TFI International Inc.,0001588823,NYSE,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
SAIA,SAIA,SAIA,"Saia, Inc.",0001177702,Nasdaq,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
SNDR,SNDR,SNDR,"Schneider National, Inc.",0001692063,NYSE,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
RXO,RXO,RXO,"RXO, Inc.",0001929561,NYSE,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2022-10-27,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
ARCB,ARCB,ARCB,ArcBest Corporation,0000894405,Nasdaq,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
WERN,WERN,WERN,"Werner Enterprises, Inc.",0000793074,Nasdaq,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
MRTN,MRTN,MRTN,"Marten Transport, Ltd.",0000799167,Nasdaq,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
CVLG,CVLG,CVLG,"Covenant Logistics Group, Inc.",0000928658,NYSE,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
HTLD,HTLD,HTLD,"Heartland Express, Inc.",0000799233,Nasdaq,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
ULH,ULH,ULH,"Universal Logistics Holdings, Inc.",0001308208,Nasdaq,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
PAMT,PAMT,PAMT,PAMT CORP,0000798287,Nasdaq,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
TOPP,TOPP,TOPP,Toppoint Holdings Inc.,0001960847,NYSE,United States,USD,Common Stock,development_stage_and_speculative_transport,Development-stage & Speculative Transport,2025-01-22,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
KNX,KNX,KNX,Knight-Swift Transportation Holdings Inc.,0001492691,NYSE,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
R,R,R,"Ryder System, Inc.",0000085961,NYSE,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2019-01-02,,active_at_contract_build,active,,active_at_contract_build,0.95,norgate_local_metadata,Exact active mapping.
LCC,LCC,LCC-201312,US Airways Group,0000701345,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,1994-08-26,2013-12-06,norgate_first_and_last_quoted_dates,delisted,,merger,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=American Airlines Group (merger of equals); eligibility_basis=norgate_first_and_last_quoted_dates
NWA,NWA,NWA-200810,Northwest Airlines Corp,0001058033,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2007-05-18,2008-10-29,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Delta Air Lines; eligibility_basis=norgate_first_and_last_quoted_dates
CAL,CAL,CAL-201009,Continental Airlines,0000319687,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,1993-07-14,2010-09-30,norgate_first_and_last_quoted_dates,delisted,,merger,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=United Airlines (UAL Corp); eligibility_basis=norgate_first_and_last_quoted_dates
AAI,AAI,AAI-201105,AirTran Holdings,0000948846,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,1994-06-28,2011-05-02,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Southwest Airlines; eligibility_basis=norgate_first_and_last_quoted_dates
VA,VA,VA-201612,Virgin America,0001614436,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2014-11-14,2016-12-13,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Alaska Air Group; eligibility_basis=norgate_first_and_last_quoted_dates
HA,HA,HA-202409,Hawaiian Holdings,0001172222,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,1995-06-21,2024-09-17,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Alaska Air Group; eligibility_basis=norgate_first_and_last_quoted_dates
SAVE,SAVE,SAVEQ-202503,Spirit Airlines,0001498710,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2011-05-26,2025-03-12,norgate_first_and_last_quoted_dates,delisted,,bankruptcy,0.95,norgate_local_metadata,terminal_type=wipeout; acquirer=Chapter 11 (equity cancelled; emerged private 2025); eligibility_basis=norgate_first_and_last_quoted_dates
AAWW,AAWW,AAWW-202303,Atlas Air Worldwide Holdings,0001135185,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2004-07-21,2023-03-17,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Apollo Global Management; eligibility_basis=norgate_first_and_last_quoted_dates
ATSG,ATSG,ATSG-202504,Air Transport Services Group,0000894081,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2003-07-23,2025-04-10,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Stonepeak; eligibility_basis=norgate_first_and_last_quoted_dates
AYR,AYR,AYR-202003,Aircastle,0001362988,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2006-08-08,2020-03-27,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Marubeni / Mizuho Leasing; eligibility_basis=norgate_first_and_last_quoted_dates
FLY,FLY,FLY-202108,Fly Leasing,0001407298,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2007-09-27,2021-08-02,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Carlyle Aviation Partners; eligibility_basis=norgate_first_and_last_quoted_dates
PNCL,PNCL,PNCLQ-201305,Pinnacle Airlines,0001166291,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2003-11-25,2013-05-01,norgate_first_and_last_quoted_dates,delisted,,bankruptcy,0.90,norgate_local_metadata,terminal_type=wipeout; acquirer=Delta Air Lines (emerged as Endeavor Air); eligibility_basis=norgate_first_and_last_quoted_dates
RJET,RJET,RJETQ-201704,Republic Airways Holdings,0001159154,historical_delisted,United States,USD,Common Stock,air_transport_and_aviation_services,Air Transport & Aviation Services,2004-05-27,2017-04-28,norgate_first_and_last_quoted_dates,delisted,,bankruptcy,0.95,norgate_local_metadata,terminal_type=wipeout; acquirer=Chapter 11 (creditors; emerged private 2017); eligibility_basis=norgate_first_and_last_quoted_dates
GNRT,GNRT,GNRT-201806,Gener8 Maritime,0001443799,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2015-06-25,2018-06-11,norgate_first_and_last_quoted_dates,delisted,,strategic,0.90,norgate_local_metadata,terminal_type=acquisition; acquirer=Euronav; eligibility_basis=norgate_first_and_last_quoted_dates
NM,NM,NM-202312,Navios Maritime Holdings,0001333172,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2005-01-06,2023-12-13,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Navios Maritime Partners; eligibility_basis=norgate_first_and_last_quoted_dates
NNA,NNA,NNA-202110,Navios Maritime Acquisition,0001437260,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2008-07-07,2021-10-14,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Navios Maritime Partners; eligibility_basis=norgate_first_and_last_quoted_dates
DRYS,DRYS,DRYS-201910,DryShips,0001308858,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2005-02-03,2019-10-10,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=SPII Holdings (George Economou); eligibility_basis=norgate_first_and_last_quoted_dates
TGP,TGP,TGP-202201,Teekay LNG Partners,0001308106,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2005-05-05,2022-01-12,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Stonepeak (renamed Seapeak); eligibility_basis=norgate_first_and_last_quoted_dates
GLOG,GLOG,GLOG-202106,GasLog Ltd,0001534126,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2012-03-30,2021-06-08,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=BlackRock-led consortium; eligibility_basis=norgate_first_and_last_quoted_dates
GLOP,GLOP,GLOP-202307,GasLog Partners,0001598655,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2014-05-07,2023-07-12,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=GasLog Ltd; eligibility_basis=norgate_first_and_last_quoted_dates
ATCO,ATCO,ATCO-202303,Atlas Corp (Seaspan),0001794846,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2005-08-09,2023-03-27,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Poseidon Acquisition (Fairfax / Washington); eligibility_basis=norgate_first_and_last_quoted_dates
EGLE,EGLE,EGLE-202404,Eagle Bulk Shipping,0001322439,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2005-06-23,2024-04-08,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Star Bulk Carriers; eligibility_basis=norgate_first_and_last_quoted_dates
OSG,OSG,OSG-202407,Overseas Shipholding Group,0000075208,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2015-12-01,2024-07-09,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Saltchuk Resources; eligibility_basis=norgate_first_and_last_quoted_dates
GMLP,GMLP,GMLP-202104,Golar LNG Partners,0001415916,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2011-04-08,2021-04-15,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=New Fortress Energy; eligibility_basis=norgate_first_and_last_quoted_dates
TOO,TOO,TOO-202001,Teekay Offshore Partners,0001382298,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2006-12-14,2020-01-22,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Brookfield (renamed Altera Infrastructure); eligibility_basis=norgate_first_and_last_quoted_dates
HRZ,HRZ,HRZL-201506,Horizon Lines,0001302707,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,2005-09-27,2015-06-01,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Matson; eligibility_basis=norgate_first_and_last_quoted_dates
EXM,EXM,EXMCQ-201402,Excel Maritime Carriers,0000842294,historical_delisted,United States,USD,Common Stock,marine_shipping_and_maritime,Marine Shipping & Maritime,1990-01-02,2014-02-14,norgate_first_and_last_quoted_dates,delisted,,bankruptcy,0.90,norgate_local_metadata,terminal_type=wipeout; acquirer=Chapter 11 (lenders / Ivanhoe); eligibility_basis=norgate_first_and_last_quoted_dates
KSU,KSU,KSU-202112,Kansas City Southern,0000054480,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1990-01-02,2021-12-13,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Canadian Pacific (CPKC); eligibility_basis=norgate_first_and_last_quoted_dates
BNI,BNI,BNI-201002,Burlington Northern Santa Fe,0000934612,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1990-01-02,2010-02-12,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Berkshire Hathaway; eligibility_basis=norgate_first_and_last_quoted_dates
GWR,GWR,GWR-201912,Genesee & Wyoming,0001012620,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1996-06-25,2019-12-27,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Brookfield Infrastructure / GIC; eligibility_basis=norgate_first_and_last_quoted_dates
PWX,PWX,PWX-201611,Providence & Worcester Railroad,0000831968,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1990-01-02,2016-11-01,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Genesee & Wyoming; eligibility_basis=norgate_first_and_last_quoted_dates
SWFT,SWFT,SWFT-200705,Swift Transportation,0000863557,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1990-06-29,2007-05-10,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.90,norgate_local_metadata,terminal_type=acquisition; acquirer=Jerry Moyes / IEL; eligibility_basis=norgate_first_and_last_quoted_dates
USX,USX,USX-202306,U.S. Xpress Enterprises,0000923571,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2018-06-14,2023-06-30,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Knight-Swift Transportation; eligibility_basis=norgate_first_and_last_quoted_dates
CGI,CGI,CGIP,Celadon Group,0000865941,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1994-01-21,2019-12-09,reviewed_economic_terminal_event,delisted,,bankruptcy,0.95,https://www.prnewswire.com/news-releases/celadon-group-inc-and-affiliates-commence-voluntary-chapter-11-cases-300971115.html,terminal_type=wipeout; acquirer=Chapter 11 liquidation (assets sold); eligibility_basis=reviewed_economic_terminal_event
USAK,USAK,USAK-202209,USA Truck,0000883945,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1992-03-19,2022-09-14,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=DB Schenker; eligibility_basis=norgate_first_and_last_quoted_dates
CNW,CNW,CNW-201510,Con-way,0000023675,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1990-01-02,2015-10-29,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=XPO Logistics; eligibility_basis=norgate_first_and_last_quoted_dates
YELL,YELL,YELLQ-202607,Yellow Corporation,0000716006,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1990-01-02,2026-07-01,norgate_first_and_last_quoted_dates,delisted,,bankruptcy,0.95,norgate_local_metadata,terminal_type=wipeout; acquirer=Chapter 11 liquidation; eligibility_basis=norgate_first_and_last_quoted_dates
QLTY,QLTY,QLTY-201508,Quality Distribution,0000922863,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2003-11-07,2015-08-17,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.90,norgate_local_metadata,terminal_type=acquisition; acquirer=Apax Partners; eligibility_basis=norgate_first_and_last_quoted_dates
DSKE,DSKE,DSKE-202404,Daseke,0001642453,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2015-10-12,2024-04-01,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=TFI International; eligibility_basis=norgate_first_and_last_quoted_dates
UTIW,UTIW,UTIW-201601,UTi Worldwide,0001124827,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2000-11-02,2016-01-21,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=DSV; eligibility_basis=norgate_first_and_last_quoted_dates
PACR,PACR,PACR-201403,Pacer International,0001091735,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2002-06-13,2014-03-31,norgate_first_and_last_quoted_dates,delisted,,strategic,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=XPO Logistics; eligibility_basis=norgate_first_and_last_quoted_dates
ECHO,ECHO,ECHO-202111,Echo Global Logistics,0001426945,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,2009-10-02,2021-11-22,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=The Jordan Company; eligibility_basis=norgate_first_and_last_quoted_dates
EGL,EGL,EAGL-200708,EGL Inc (Eagle Global Logistics),0001001718,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1995-12-01,2007-08-02,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.90,norgate_local_metadata,terminal_type=acquisition; acquirer=CEVA Logistics (Apollo Management); eligibility_basis=norgate_first_and_last_quoted_dates
STMP,STMP,STMP-202110,Stamps.com,0001082923,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1999-06-25,2021-10-04,norgate_first_and_last_quoted_dates,delisted,,pe_buyout,0.95,norgate_local_metadata,terminal_type=acquisition; acquirer=Thoma Bravo; eligibility_basis=norgate_first_and_last_quoted_dates
ABF,ABF,ABF-200308,Airborne Inc,0000003000,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1990-01-02,2003-08-15,norgate_first_and_last_quoted_dates,delisted,,strategic,0.90,norgate_local_metadata,terminal_type=acquisition; acquirer=Deutsche Post (DHL); eligibility_basis=norgate_first_and_last_quoted_dates
DDMX,DDMX,DDMX-201102,Dynamex,0001015483,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1996-08-13,2011-02-22,norgate_first_and_last_quoted_dates,delisted,,strategic,0.90,norgate_local_metadata,terminal_type=acquisition; acquirer=TransForce (TFI International); eligibility_basis=norgate_first_and_last_quoted_dates
FRTZ,FRTZ,FRTZ-200105,Fritz Companies,0000890662,historical_delisted,United States,USD,Common Stock,surface_freight_and_logistics,Surface Freight & Logistics,1992-10-16,2001-05-24,norgate_first_and_last_quoted_dates,delisted,,strategic,0.90,norgate_local_metadata,terminal_type=acquisition; acquirer=United Parcel Service (UPS); eligibility_basis=norgate_first_and_last_quoted_dates
