ticker,company_name,universe_role,calibration_cohort,industry,primary_archetype,applicability_tags,development_overlay,review_status,review_reason
PAMT,PAMT CORP,active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,policy_rule_reviewed,reviewed cohort/industry rule: surface_freight_and_logistics / Trucking
PANL,Pangaea Logistics Solutions Ltd.,active,marine_shipping_and_maritime,Marine Shipping,marine_operator,marine_operator,0,policy_rule_reviewed,reviewed cohort/industry rule: marine_shipping_and_maritime / Marine Shipping
PBI,Pitney Bowes Inc.,active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,policy_rule_reviewed,reviewed cohort/industry rule: surface_freight_and_logistics / Integrated Freight & Logistics
PNCL,Pinnacle Airlines,delisted_usable,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,policy_rule_reviewed,reviewed cohort/industry rule: air_transport_and_aviation_services / Airlines
PSHG,Performance Shipping Inc.,active,development_stage_and_speculative_transport,Marine Shipping,marine_operator,development_all|marine_operator,1,policy_rule_reviewed,reviewed cohort/industry rule: development_stage_and_speculative_transport / Marine Shipping
PSIG,PS International Group Ltd.,active,development_stage_and_speculative_transport,Integrated Freight & Logistics,surface_logistics,development_all|surface_logistics,1,policy_rule_reviewed,reviewed cohort/industry rule: development_stage_and_speculative_transport / Integrated Freight & Logistics
PWX,Providence & Worcester Railroad,delisted_usable,surface_freight_and_logistics,Railroads,surface_rail_operator,surface_rail_operator,0,policy_rule_reviewed,reviewed cohort/industry rule: surface_freight_and_logistics / Railroads
QLTY,Quality Distribution,delisted_usable,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,policy_rule_reviewed,reviewed cohort/industry rule: surface_freight_and_logistics / Trucking
R,"Ryder System, Inc.",active,surface_freight_and_logistics,Rental & Leasing Services,surface_asset_leasing,surface_asset_leasing|surface_logistics|surface_trucking,0,ticker_exception_reviewed,fleet leasing plus logistics and dedicated transportation
RAIL,"FreightCar America, Inc.",active,surface_freight_and_logistics,Railroads,surface_rail_equipment,surface_rail_equipment,0,ticker_exception_reviewed,railcar manufacturer rather than railroad operator
RJET,Republic Airways Holdings,delisted_usable,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,policy_rule_reviewed,reviewed cohort/industry rule: air_transport_and_aviation_services / Airlines
RLGT,"Radiant Logistics, Inc.",active,surface_freight_and_logistics,Integrated Freight & Logistics,surface_logistics,surface_logistics,0,policy_rule_reviewed,reviewed cohort/industry rule: surface_freight_and_logistics / Integrated Freight & Logistics
RRTS,Roadrunner Transportation Systems,delisted_usable,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,policy_rule_reviewed,reviewed cohort/industry rule: surface_freight_and_logistics / Trucking
RUBI,Rubico Inc.,active,development_stage_and_speculative_transport,Marine Shipping,marine_operator,development_all|marine_operator,1,policy_rule_reviewed,reviewed cohort/industry rule: development_stage_and_speculative_transport / Marine Shipping
RVSN,Rail Vision Ltd.,active,development_stage_and_speculative_transport,Railroads,precommercial_transport,development_all|precommercial_transport|ramping,1,ticker_exception_reviewed,development-stage rail technology rather than railroad operator
RXO,"RXO, Inc.",active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,policy_rule_reviewed,reviewed cohort/industry rule: surface_freight_and_logistics / Trucking
RYAAY,Ryanair Holdings plc,active,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,policy_rule_reviewed,reviewed cohort/industry rule: air_transport_and_aviation_services / Airlines
SAIA,"Saia, Inc.",active,surface_freight_and_logistics,Trucking,surface_trucking,surface_trucking,0,policy_rule_reviewed,reviewed cohort/industry rule: surface_freight_and_logistics / Trucking
SAVE,Spirit Airlines,delisted_usable,air_transport_and_aviation_services,Airlines,passenger_airline,passenger_airline,0,policy_rule_reviewed,reviewed cohort/industry rule: air_transport_and_aviation_services / Airlines
SB,"Safe Bulkers, Inc.",active,marine_shipping_and_maritime,Marine Shipping,marine_operator,marine_operator,0,policy_rule_reviewed,reviewed cohort/industry rule: marine_shipping_and_maritime / Marine Shipping
SBLK,Star Bulk Carriers Corp.,active,marine_shipping_and_maritime,Marine Shipping,marine_operator,marine_operator,0,policy_rule_reviewed,reviewed cohort/industry rule: marine_shipping_and_maritime / Marine Shipping
